"Duration__in_seconds_","ResponseId","interviewer_id","study_area_sa","test_survey","surv_taker","quota_age_","quota_gender","quota_age_SNIS","quota_educ_ZA","quota_edu_GH","quota_edu_IN","quota_edu_ID","informed_perception","perception_current","perception_past","perception_spatial","concern_gen","concern_second_perso","concern_second_gov","quota_gender.0","quota_education","hh_inc_ZA","hh_inc_Jak","hh_inc_Acc","hh_inc_Del","attn_check_pt","trust_loc_gov","trust_nat_gov","trust_bus_ind","trust_citizens","trust_experts","trust_ios","trust_ranking","trust_ranking_slider","trust_city_cap","trust_city_commit","trust_city_citizen","gen_social_trust","attn_check_other","envir_tradeoff","pre_treat_trust","trust_support_base","lgov_support","lgov_implementation","lgov_fairness","lgov_coordination","lgov_accountability","bigco_support","bigco_implementation","bigco_fairness","bigco_coordination","bigco_accountability","smallco_support","smallco_implement","smallco_fairness","smallco_coordination","smallco_accountab","manipul_check_trust","follow_up_probe_break_promises","follow_up_probe_capacity","follow_up_probe_not_willing","follow_up_probe_compliance","trust_traitor","trust_bad_compromise","trust_actor_reward_loc_gov","trust_actor_reward_experts","trust_actor_reward_ios","trust_actor_reward_citizens","trust_actor_reward_business","trust_actor_reward_none","trust_actor_punish_loc_gov","trust_actor_punish_experts","trust_actor_punish_ios","trust_actor_punish_citizens","trust_actor_punish_business","trust_actor_punish_none","difficulty_1","comments","date_survey","surv_city","display","RespID","trust_actors_treat_assign","del_split","jak_split","end_flag","quota_female_male","attn_fail_other","attn_fail_pt","attn_fail_time","attn_drop","attn_drop_reason","date","video_understand","potential_drop","age","gender","income","edu"
1233,"R_bTjUNM5rTDALbCb",16,104,2,2,3,NA,NA,NA,NA,NA,NA,4,2,3,4,1,2,1,2,3,1,NA,NA,NA,1,1,1,3,1,3,3,NA,2,NA,NA,NA,1,NA,1,2,5,1,3,1,1,1,5,5,5,5,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","B99JQ","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-16",3,0,3,2,1,3
2103,"R_iaTPWoofjUARPDI",10,108,NA,2,4,NA,NA,NA,NA,NA,NA,3,3,3,1,4,2,1,2,2,-98,NA,NA,NA,1,1,1,1,1,1,1,NA,2,NA,NA,NA,1,NA,2,2,5,5,5,5,4,5,NA,NA,NA,NA,NA,5,5,5,5,1,3,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The government must install heaters. No means of heating at home.","","joh_person","","XNMJ8","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-16",5,0,4,2,-98,2
1659,"R_jqqlqv9KvJhteav",9,108,NA,2,1,NA,NA,NA,NA,NA,NA,3,5,3,1,3,1,3,1,3,-99,NA,NA,NA,1,5,2,2,2,4,1,NA,2,NA,NA,NA,1,NA,2,2,4,5,4,5,2,5,4,2,4,1,4,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I learnt alot","","joh_person","","1WL8J","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-16",4,0,1,1,-99,3
1621,"R_gEVzKcGw1MznJEr",10,108,NA,2,2,NA,NA,NA,NA,NA,NA,5,1,1,1,4,4,1,1,4,7,NA,NA,NA,2,1,1,1,1,5,1,NA,3,NA,NA,NA,2,NA,1,2,1,5,1,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","729C6","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-16",5,0,2,1,7,4
1113,"R_7YC05jagBzOgv8G",9,109,NA,2,1,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,4,-98,NA,NA,NA,1,1,1,4,5,4,2,NA,1,NA,NA,NA,3,NA,1,2,2,2,2,4,2,4,5,5,2,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It was just fine","","joh_person","","DHBXD","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-16",4,0,1,1,-98,4
1724,"R_dAgIYDw2x2ih1d3",10,109,NA,2,1,NA,NA,NA,NA,NA,NA,5,1,1,1,4,4,1,3,6,-99,NA,NA,NA,1,5,1,5,5,5,5,NA,2,NA,NA,NA,1,NA,1,2,1,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hoping the survey helps somehow","","joh_person","","M9G7I","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-16",5,0,1,3,-99,6
1605,"R_bPQilzA3QeXV20m",9,109,NA,2,3,NA,NA,NA,NA,NA,NA,2,3,2,5,2,2,1,2,3,-98,NA,NA,NA,1,2,1,4,4,2,2,NA,4,NA,NA,NA,3,NA,2,2,4,2,4,5,2,4,4,2,2,4,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It was like a test","","joh_person","","9CGO8","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-16",4,0,3,2,-98,3
1208,"R_ibjJXHZDNxN0SAj",10,109,NA,1,3,NA,NA,NA,NA,NA,NA,1,3,3,1,4,4,1,2,4,-98,NA,NA,NA,1,2,4,4,4,4,4,NA,4,NA,NA,NA,1,NA,1,2,1,NA,NA,NA,NA,NA,4,2,2,4,2,2,2,4,2,5,4,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The survey was good","","joh_person","","9XRLH","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-16",4,0,3,2,-98,4
1065,"R_kl3yO5c2qygWUFR",9,109,NA,1,1,NA,NA,NA,NA,NA,NA,1,1,2,1,3,3,1,2,6,4,NA,NA,NA,1,1,2,1,4,4,5,NA,2,NA,NA,NA,1,NA,1,2,3,NA,NA,NA,NA,NA,5,5,5,5,1,5,5,2,4,1,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The survey was actually easy to answer.","","joh_person","","OEP0Z","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-16",5,0,1,2,4,6
1547,"R_dONndXzaqCc1Q2T",27,108,2,1,3,NA,NA,NA,NA,NA,NA,2,2,1,5,3,3,3,1,2,1,NA,NA,NA,1,5,5,5,5,5,5,NA,3,NA,NA,NA,5,NA,1,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,2,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","joh_person","","F3KJI","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-16",5,0,3,1,1,2
2068,"R_mDmfqnuJq1y7TUM",27,108,2,1,2,NA,NA,NA,NA,NA,NA,5,3,5,1,4,1,1,2,3,-99,NA,NA,NA,1,1,1,1,1,1,1,NA,3,NA,NA,NA,NA,NA,2,2,5,5,5,5,5,4,NA,NA,NA,NA,NA,4,4,4,5,4,4,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","FV8FC","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-16",5,0,2,2,-99,3
5772,"R_elK0Hy4R2vDAc1B",27,109,2,1,1,NA,NA,NA,NA,NA,NA,1,3,1,1,4,4,1,1,5,-99,NA,NA,NA,1,2,2,1,4,2,4,NA,3,NA,NA,NA,4,NA,1,1,3,4,3,3,5,1,NA,NA,NA,NA,NA,4,5,5,5,5,4,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","0W8MY","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-16",5,0,1,1,-99,5
1605,"R_1TFm8qJ1ZEMkjrk",25,86,2,2,1,NA,NA,NA,NA,NA,NA,3,3,4,2,3,4,2,1,4,1,NA,NA,NA,1,5,5,2,4,3,3,NA,1,NA,NA,NA,4,NA,1,1,5,5,4,5,3,2,5,4,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I was offended by the question about banning vehicles","","joh_person","","UNKG6","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,1,1,4
3421,"R_nNuiAa7VFKxc5q4",5,86,2,2,4,NA,NA,NA,NA,NA,NA,4,2,5,4,4,1,1,1,4,3,NA,NA,NA,1,5,1,1,5,5,5,NA,2,NA,NA,NA,5,NA,1,2,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This survey helps people to know more about air pollution because most people don't know about it.
","","joh_person","","EAMJB","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,4,1,3,4
4385,"R_28K7uoaA0c3DPL1",6,130,2,2,2,NA,NA,NA,NA,NA,NA,1,1,3,2,3,2,1,1,3,1,NA,NA,NA,1,2,3,3,3,5,3,NA,2,NA,NA,NA,1,NA,1,2,5,5,4,4,4,2,5,5,5,5,1,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It's a very good research.","","joh_person","","0YQ77","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",3,0,2,1,1,3
1838,"R_3r2wY6u125Trb3K",32,86,2,2,4,NA,NA,NA,NA,NA,NA,1,1,1,5,3,3,3,2,2,4,NA,NA,NA,1,3,3,3,2,3,3,NA,4,NA,NA,NA,1,NA,2,2,5,NA,NA,NA,NA,NA,1,1,1,1,1,5,1,1,1,4,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","558WK","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,4,2,4,2
1868,"R_m4oPw4wzlcy6nDE",34,130,2,2,1,NA,NA,NA,NA,NA,NA,2,4,4,1,3,3,1,2,4,8,NA,NA,NA,1,4,5,1,2,5,1,NA,4,NA,NA,NA,1,NA,1,2,5,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,5,3,5,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","6158D","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,2,8,4
1916,"R_5wP4Tp53njjC007",34,130,2,2,2,NA,NA,NA,NA,NA,NA,2,3,3,4,1,2,4,2,4,1,NA,NA,NA,1,1,1,1,5,5,5,NA,3,NA,NA,NA,1,NA,1,2,1,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","4K6HZ","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",3,0,2,2,1,4
1997,"R_mAEnheiIU4ikBmp",13,86,2,2,1,NA,NA,NA,NA,NA,NA,3,2,4,3,3,2,2,1,4,-98,NA,NA,NA,1,4,4,3,5,3,4,NA,3,NA,NA,NA,3,NA,1,2,5,NA,NA,NA,NA,NA,5,4,5,3,5,5,5,3,4,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","","joh_person","","GSMBA","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,1,-98,4
2468,"R_jMbxVYMgdsVvFX4",25,86,2,1,1,NA,NA,NA,NA,NA,NA,5,1,1,4,4,4,1,2,4,-99,NA,NA,NA,1,1,1,1,1,1,1,NA,4,NA,NA,NA,1,NA,1,2,5,5,3,5,1,1,5,5,5,4,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","","joh_person","","O1VF1","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,2,-99,4
1632,"R_3fh3195HHb5BqWq",1,130,2,2,2,NA,NA,NA,NA,NA,NA,4,2,3,3,4,1,1,2,3,2,NA,NA,NA,1,1,1,1,1,1,5,NA,2,NA,NA,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,5,5,5,3,5,5,5,3,3,5,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"More information regarding air pollution","","joh_person","","K7CWJ","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",3,0,2,2,2,3
1541,"R_mkz7Ig8IRMUdoY3",32,86,2,NA,2,NA,NA,NA,NA,NA,NA,4,3,2,3,4,4,1,2,5,5,NA,NA,NA,1,1,1,2,2,2,2,NA,1,NA,NA,NA,3,NA,1,2,5,NA,NA,NA,NA,NA,5,4,4,4,2,5,4,4,2,1,2,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Why is air pollution done in Johannesburg only","","joh_person","","UBK2Q","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,2,2,5,5
2835,"R_h3qUSHsw8ldlICF",5,86,2,2,4,NA,NA,NA,NA,NA,NA,2,4,3,4,2,1,1,1,3,7,NA,NA,NA,1,4,1,1,4,2,1,NA,2,NA,NA,NA,1,NA,1,2,5,5,5,5,1,5,NA,NA,NA,NA,NA,5,5,5,2,5,4,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It's good to know how people are being affected by air pollution.","","joh_person","","SEOTH","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,4,1,7,3
1868,"R_nuTw1ElQ42EwpsL",34,130,2,2,1,NA,NA,NA,NA,NA,NA,4,2,1,4,2,2,1,3,4,4,NA,NA,NA,1,1,1,1,1,1,1,NA,3,NA,NA,NA,1,NA,1,2,3,NA,NA,NA,NA,NA,5,5,5,3,5,5,5,5,5,5,2,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The survey needs to be shorter","","joh_person","","JLP3D","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,3,4,4
2529,"R_5akSEzo983BJL3t",13,85,2,2,1,NA,NA,NA,NA,NA,NA,2,4,3,4,2,1,1,1,4,1,NA,NA,NA,1,1,1,1,1,1,4,NA,4,NA,NA,NA,1,NA,2,2,4,4,4,4,2,1,NA,NA,NA,NA,NA,5,5,2,2,4,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"We are hoping that international organizations become a part of the initiative to reduce air pollution because the government and municipality are not trustworthy. We hope that this research will start the initiative to reduce air pollution.","","joh_person","","CQHZJ","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",4,0,1,1,1,4
2162,"R_0ZD7ayCngqGkS29",25,85,2,2,2,NA,NA,NA,NA,NA,NA,1,1,1,3,2,1,1,1,5,1,NA,NA,NA,2,1,1,5,5,1,1,NA,4,NA,NA,NA,1,NA,1,2,5,5,1,1,1,5,5,5,1,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","J5HJ1","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,2,1,1,5
1902,"R_c3E7REBKjVbkVFC",32,85,2,2,3,NA,NA,NA,NA,NA,NA,4,2,2,2,3,2,1,1,5,9,NA,NA,NA,1,1,1,1,1,1,2,NA,1,NA,NA,NA,1,NA,2,2,5,NA,NA,NA,NA,NA,5,5,4,4,5,5,5,5,4,4,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Very good initiative","","joh_person","","D3QYJ","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,3,1,9,5
2315,"R_72bJRzO8ymtHNpF",1,130,2,2,1,NA,NA,NA,NA,NA,NA,3,3,2,4,1,1,1,1,6,9,NA,NA,NA,1,3,1,1,1,4,1,NA,3,NA,NA,NA,1,NA,2,2,3,NA,NA,NA,NA,NA,5,3,3,4,4,5,4,3,5,4,1,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Improve your security when you go to areas with high crime rate like the townships.","","joh_person","","QN5OI","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,1,9,6
2361,"R_l2lEpuc5Ktvw0a8",5,85,2,2,4,NA,NA,NA,NA,NA,NA,5,4,4,5,3,2,1,1,3,-98,NA,NA,NA,1,5,5,5,4,3,4,NA,1,NA,NA,NA,5,NA,1,1,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,4,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It's the right thing to encourage people to avoid air pollution.","","joh_person","","FJ9FS","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,4,1,-98,3
2262,"R_5U40N5XUchZCfNO",29,130,2,2,4,NA,NA,NA,NA,NA,NA,3,1,4,3,4,3,1,2,2,1,NA,NA,NA,1,5,5,1,5,5,1,NA,2,NA,NA,NA,1,NA,1,2,5,5,1,2,1,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This survey was very informative to the young one","","joh_person","","I5ARA","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,4,2,1,2
1657,"R_6f3bCWOgEToY93E",16,130,2,1,1,NA,NA,NA,NA,NA,NA,5,1,1,3,3,1,1,2,4,1,NA,NA,NA,1,1,1,1,1,1,1,NA,3,NA,NA,NA,1,NA,1,2,5,NA,NA,NA,NA,NA,4,3,5,4,4,5,5,5,5,4,1,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","0KAUZ","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,2,1,4
1754,"R_3EEDbB8dPD7M30B",29,130,2,2,2,NA,NA,NA,NA,NA,NA,4,2,3,3,1,2,3,1,3,1,NA,NA,NA,1,1,1,5,5,5,5,NA,2,NA,NA,NA,5,NA,2,2,1,1,5,5,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","N4LG7","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,2,1,1,3
2003,"R_89nUCa6Gun4HZgI",16,130,2,2,3,NA,NA,NA,NA,NA,NA,4,1,1,4,4,1,1,2,1,1,NA,NA,NA,1,2,1,1,1,1,1,NA,3,NA,NA,NA,1,NA,1,2,1,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","PPUFV","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,3,2,1,1
2110,"R_btcdYK8i1qm0PTG",29,130,2,2,1,NA,NA,NA,NA,NA,NA,1,1,3,3,1,1,1,1,6,7,NA,NA,NA,2,1,1,1,1,1,1,NA,2,NA,NA,NA,5,NA,1,2,5,5,5,1,1,5,NA,NA,NA,NA,NA,5,5,1,1,5,1,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I hope the survey goes good","","joh_person","","Z1OEW","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,1,7,6
1583,"R_hW4rKMHlF68WQX6",7,84,2,1,1,NA,NA,NA,NA,NA,NA,3,4,3,2,2,2,1,2,5,1,NA,NA,NA,1,4,4,3,4,4,2,NA,1,NA,NA,NA,2,NA,2,1,4,2,4,4,2,4,4,2,4,4,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The survey is too long , some questions are irrelevant","","joh_person","","VCRD0","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",4,0,1,2,1,5
2131,"R_nUiiv5DoGty0k8V",19,86,2,1,1,NA,NA,NA,NA,NA,NA,2,2,2,3,3,2,1,2,5,6,NA,NA,NA,1,1,1,1,1,1,1,NA,2,NA,NA,NA,1,NA,1,2,5,5,5,5,1,5,NA,NA,NA,NA,NA,5,1,1,1,1,1,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It was absolutely good and I did learn quite a few things today","","joh_person","","DK4EZ","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,2,6,5
3370,"R_8mhd2l3gd4Knu0A",7,86,2,2,1,NA,NA,NA,NA,NA,NA,5,2,3,3,2,3,1,1,4,5,NA,NA,NA,1,1,2,1,4,4,3,NA,3,NA,NA,NA,2,NA,1,2,5,NA,NA,NA,NA,NA,5,5,5,5,4,4,4,3,3,1,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","","joh_person","","R8WND","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",4,0,1,1,5,4
1771,"R_jzX8LAv1ItsSFCg",19,86,2,2,1,NA,NA,NA,NA,NA,NA,2,2,4,4,2,2,1,2,3,2,NA,NA,NA,1,1,1,2,5,4,1,NA,4,NA,NA,NA,1,NA,1,2,5,NA,NA,NA,NA,NA,5,4,5,5,4,5,5,4,4,1,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","","joh_person","","MJLG2","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,2,2,3
2246,"R_2zrRA38BLnpwTse",19,85,2,2,1,NA,NA,NA,NA,NA,NA,1,2,4,4,1,2,2,2,4,6,NA,NA,NA,1,5,5,3,3,4,5,NA,4,NA,NA,NA,1,NA,1,2,4,NA,NA,NA,NA,NA,5,5,2,2,4,5,5,2,2,1,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"None","","joh_person","","5F5KM","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",4,0,1,2,6,4
1670,"R_fYGT5xjtWkO7FoX",7,85,2,1,2,NA,NA,NA,NA,NA,NA,3,1,2,2,3,3,2,1,6,7,NA,NA,NA,1,1,2,2,2,2,2,NA,2,NA,NA,NA,2,NA,1,1,5,5,4,4,4,4,NA,NA,NA,NA,NA,5,4,4,4,4,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I completely found the survey very educating. It's a survey I recommend to most people to participate in it and also share their views regarding air pollution.","","joh_person","","BZC9W","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,2,1,7,6
2991,"R_ogPkjEvfq4VkM4O",4,130,2,2,3,NA,NA,NA,NA,NA,NA,2,1,3,2,4,3,1,2,4,1,NA,NA,NA,1,3,1,1,5,1,3,NA,2,NA,NA,NA,1,NA,2,1,5,NA,NA,NA,NA,NA,5,5,3,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","GYAWC","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,3,2,1,4
2739,"R_jQuFn4nbVKUHLQx",31,130,2,2,3,NA,NA,NA,NA,NA,NA,1,4,4,3,4,4,2,2,3,2,NA,NA,NA,1,1,1,1,5,5,5,NA,3,NA,NA,NA,1,NA,2,2,5,NA,NA,NA,NA,NA,5,5,3,5,5,5,5,5,5,5,4,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The survey was educational","","joh_person","","52DNJ","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,3,2,2,3
1350,"R_hIoXs6Ewb9gaAEb",31,130,2,2,2,NA,NA,NA,NA,NA,NA,4,3,2,2,3,3,3,2,4,-98,NA,NA,NA,1,1,2,3,3,2,3,NA,2,NA,NA,NA,2,NA,1,2,5,NA,NA,NA,NA,NA,4,5,5,3,3,5,5,4,5,5,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","F57RB","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,2,2,-98,4
1798,"R_dG1RGtpy0Ju7CB4",4,130,2,2,1,NA,NA,NA,NA,NA,NA,1,2,3,4,1,2,2,2,3,-98,NA,NA,NA,1,1,1,1,3,2,1,NA,2,NA,NA,NA,1,NA,2,2,3,5,4,1,1,5,NA,NA,NA,NA,NA,3,4,1,5,5,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","DTVSW","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",3,0,1,2,-98,3
2241,"R_7umf4rbUmObyNqX",4,130,2,1,1,NA,NA,NA,NA,NA,NA,4,1,2,2,3,3,2,2,5,-98,NA,NA,NA,1,4,2,4,2,4,2,NA,2,NA,NA,NA,3,NA,1,1,2,NA,NA,NA,NA,NA,5,5,5,4,5,5,5,4,5,4,1,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","DV4WB","small_coalition_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",3,0,1,2,-98,5
2186,"R_a9y0uHndlbNdanT",31,130,2,2,2,NA,NA,NA,NA,NA,NA,1,3,4,4,4,4,1,2,4,-98,NA,NA,NA,1,1,1,1,1,1,3,NA,2,NA,NA,NA,1,NA,1,NA,2,1,3,3,3,1,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","joh_person","","ORM9S","local_gov_big_coalition","","","complete","","","","",NA,NA,"2025-01-17",2,0,2,2,-98,4
2142,"R_7LJZr6TgXtPbwLq",8,130,2,1,1,NA,NA,NA,NA,NA,NA,2,1,2,2,4,4,1,2,3,1,NA,NA,NA,1,5,4,4,4,5,4,NA,1,NA,NA,NA,5,NA,2,2,5,5,5,4,5,4,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Please help with air pollution","","joh_person","","YWRNQ","local_gov_small_coalition","","","complete","","","","",NA,NA,"2025-01-17",5,0,1,2,1,3
