"Duration__in_seconds_","ResponseId","interviewer_id","study_area_sa","test_survey","surv_taker","quota_age_","quota_gender","quota_age_SNIS","quota_educ_ZA","quota_edu_GH","quota_edu_IN","quota_edu_ID","informed_perception","perception_current","perception_past","perception_spatial","concern_gen","concern_second_perso","concern_second_gov","quota_gender.0","quota_education","hh_inc_ZA","hh_inc_Jak","hh_inc_Acc","hh_inc_Del","attn_check_pt","trust_loc_gov","trust_nat_gov","trust_bus_ind","trust_citizens","trust_experts","trust_ios","trust_ranking","trust_ranking_slider","trust_city_cap","trust_city_commit","trust_city_citizen","gen_social_trust","attn_check_other","envir_tradeoff","pre_treat_trust","trust_support_base","lgov_support","lgov_implementation","lgov_fairness","lgov_coordination","lgov_accountability","bigco_support","bigco_implementation","bigco_fairness","bigco_coordination","bigco_accountability","smallco_support","smallco_implement","smallco_fairness","smallco_coordination","smallco_accountab","manipul_check_trust","follow_up_probe_break_promises","follow_up_probe_capacity","follow_up_probe_not_willing","follow_up_probe_compliance","trust_traitor","trust_bad_compromise","trust_actor_reward_loc_gov","trust_actor_reward_experts","trust_actor_reward_ios","trust_actor_reward_citizens","trust_actor_reward_business","trust_actor_reward_none","trust_actor_punish_loc_gov","trust_actor_punish_experts","trust_actor_punish_ios","trust_actor_punish_citizens","trust_actor_punish_business","trust_actor_punish_none","difficulty_1","comments","date_survey","surv_city","display","RespID","trust_actors_treat_assign","del_split","jak_split","end_flag","quota_female_male","attn_fail_other","attn_fail_pt","attn_fail_time","attn_drop","attn_drop_reason","date","video_understand","potential_drop","age","gender","income","edu"
2121,"R_2HdESuKWmkWvxcf",NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,4,3,3,3,3,3,2,NA,NA,4,NA,NA,NA,1,5,4,4,3,3,4,NA,1,3,4,4,4,2,2,1,5,4,3,3,3,3,NA,NA,NA,NA,NA,4,4,3,4,4,3,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_small_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",4,0,2,1,4,5
3233,"R_2M5ND2sd37VETR3",NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,4,2,2,2,4,2,1,NA,NA,9,NA,NA,NA,1,2,2,2,3,4,1,NA,2,4,3,2,3,1,1,2,5,NA,NA,NA,NA,NA,5,4,4,4,4,5,5,4,4,4,2,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"This is the type of survey I love. taking about real things that affect the community. keep them coming. thank you.","","joh_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,2,1,9,5
2725,"R_27fcG9rECtKjBYN",NA,NA,NA,NA,NA,2,4,5,NA,NA,NA,3,2,2,2,2,2,1,NA,NA,7,NA,NA,NA,1,3,1,2,2,2,1,NA,3,3,3,2,3,1,1,2,3,4,5,4,3,5,4,4,3,3,5,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"None","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,4,2,7,5
2661,"R_81jCtkyYBkrbgWG",NA,NA,NA,NA,NA,1,2,6,NA,NA,NA,3,3,3,3,3,3,4,NA,NA,1,NA,NA,NA,1,4,4,1,3,2,2,NA,3,3,5,5,4,1,1,2,5,5,5,5,5,3,NA,NA,NA,NA,NA,5,4,4,5,1,4,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"The survey was informative","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,2,1,1,6
1537,"R_8GE4kaTCVylvWQh",NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,4,3,2,3,3,1,2,NA,NA,2,NA,NA,NA,1,3,2,3,1,4,2,NA,3,4,3,3,2,1,2,1,5,4,5,5,3,1,NA,NA,NA,NA,NA,5,4,4,4,3,1,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,2,4
1360,"R_2amjX4OSM7VSnog",NA,NA,NA,NA,NA,2,4,7,NA,NA,NA,1,2,3,4,3,2,1,NA,NA,13,NA,NA,NA,2,1,1,2,2,4,4,NA,4,4,2,2,1,1,1,2,2,2,2,2,1,5,NA,NA,NA,NA,NA,4,4,4,4,5,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_small_coalition","","","complete","female","","fail","",NA,NA,"2025-02-08",4,0,4,2,13,7
1195,"R_2rpXCUOInS41RRE",NA,NA,NA,NA,NA,2,2,4,NA,NA,NA,3,2,1,3,2,2,1,NA,NA,9,NA,NA,NA,2,1,1,2,4,2,2,NA,2,1,1,1,1,1,2,2,1,3,1,1,2,1,NA,NA,NA,NA,NA,2,3,2,2,2,1,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,2,2,9,4
1636,"R_2WBUAwFVQCNWdAC",NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,1,1,1,3,3,1,2,NA,NA,6,NA,NA,NA,1,2,3,4,3,4,2,NA,3,5,4,3,1,1,1,2,5,1,2,2,1,1,5,5,5,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",4,0,3,1,6,5
1518,"R_82L1XZhvSf1hxYZ",NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,4,2,2,3,3,2,1,NA,NA,8,NA,NA,NA,1,1,1,4,4,4,4,NA,4,5,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,4,4,4,3,4,3,2,2,1,1,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"The Government benefits far too much from citizens. It's frustrating to see that the only solutions to problems are ones that solely impacts the cost of living. As long as corruption in higher echelon of government exists, no citizen in this country will trust any solutions proposed. The Government must start to view economic relief for its citizen with as much urgency as all other issues. We're tired of footing the bill for the Fat Cat's buffet.","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,3,2,8,5
1533,"R_8lhInnGFhJZXTR6",NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,2,2,2,2,3,1,1,NA,NA,8,NA,NA,NA,1,2,3,4,4,4,4,NA,1,5,2,1,2,1,2,2,5,2,1,2,1,1,NA,NA,NA,NA,NA,4,4,4,4,4,1,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,8,5
1890,"R_2EgwYSX292ZO0nM",NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,2,2,2,3,3,1,1,NA,NA,6,NA,NA,NA,1,3,2,2,3,3,3,NA,2,4,2,2,3,3,2,2,5,4,5,4,4,2,NA,NA,NA,NA,NA,5,4,4,3,3,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_small_coalition","","","complete","female","fail","","",NA,NA,"2025-02-08",5,0,1,2,6,4
2160,"R_80Zr86Vr6v8XVjU",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,4,3,2,3,3,2,1,NA,NA,10,NA,NA,NA,1,3,1,3,3,4,3,NA,4,5,3,3,2,2,2,1,5,5,5,3,3,5,5,4,3,3,5,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"This was a very nice survey, keep it up🙂","","joh_online","","","local_gov_big_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",5,0,1,1,10,4
2141,"R_86o2ha3sJ8qvW37",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,3,3,3,3,2,1,2,NA,NA,8,NA,NA,NA,1,3,3,2,3,4,4,NA,3,3,4,3,1,1,1,2,4,2,2,2,2,4,5,4,4,5,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,8,6
1009,"R_80qJ0d6ybKD51v2",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,3,2,2,2,4,4,4,NA,NA,10,NA,NA,NA,1,2,2,2,3,3,3,NA,2,4,4,2,3,1,2,2,4,4,3,4,3,3,4,3,3,4,3,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"It was amazing","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,2,2,10,6
932,"R_2g0kI0nloG81jY5",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,3,4,4,3,2,2,1,NA,NA,6,NA,NA,NA,1,2,4,2,3,3,4,NA,3,4,4,4,2,1,1,2,4,4,4,4,3,4,4,4,4,4,4,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"no the survey was fine","","joh_online","","","local_gov_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",4,0,1,1,6,4
2282,"R_2QtqjMLsTWEBXZc",NA,NA,NA,NA,NA,2,2,4,NA,NA,NA,2,2,4,5,4,3,3,NA,NA,2,NA,NA,NA,1,4,3,1,2,5,4,NA,3,5,4,3,1,1,2,2,5,5,5,5,4,5,NA,NA,NA,NA,NA,5,5,4,4,5,3,NA,NA,NA,NA,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"People living in Johannesburg should take responsibility to air pollution.","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,2,4
2749,"R_20N5SOgAERaJWKZ",NA,NA,NA,NA,NA,2,1,6,NA,NA,NA,4,1,1,1,4,2,1,NA,NA,8,NA,NA,NA,1,1,1,1,1,3,1,NA,3,4,1,1,1,1,2,2,3,3,3,2,3,1,NA,NA,NA,NA,NA,4,4,4,3,3,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,8,6
1431,"R_2qsNNJ9HFEEA69H",NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,2,3,3,4,3,3,2,NA,NA,7,NA,NA,NA,1,2,2,3,3,3,3,NA,2,1,1,1,4,1,2,2,4,NA,NA,NA,NA,NA,3,3,3,3,3,5,5,4,3,2,1,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"N/A","","joh_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,4,1,7,5
3574,"R_2KHeJfLeCitrSal",NA,NA,NA,NA,NA,2,2,4,NA,NA,NA,4,1,2,3,2,2,1,NA,NA,5,NA,NA,NA,1,3,2,3,2,4,4,NA,3,3,4,4,4,1,2,2,4,4,4,4,3,5,NA,NA,NA,NA,NA,5,4,4,2,4,1,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Great survey. Mostly in my environment we don't have people how are concerned about thier surroundings. So this was a great experience talking about how you feel about our surroundings and learn new things at the same time.","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,2,2,5,4
1451,"R_2aVInFLXbl8jWws",NA,NA,NA,NA,NA,1,2,4,NA,NA,NA,3,3,3,3,3,1,2,NA,NA,5,NA,NA,NA,1,3,2,3,3,3,2,NA,3,4,3,3,2,1,2,2,4,4,4,4,3,3,NA,NA,NA,NA,NA,4,4,4,3,3,3,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"I have no suggestions, thank you","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,2,1,5,4
3722,"R_8489VtV7Ug2d1H9",NA,NA,NA,NA,NA,2,2,4,NA,NA,NA,3,2,2,3,2,1,1,NA,NA,9,NA,NA,NA,2,1,1,1,1,1,3,NA,1,3,1,1,1,1,1,2,3,3,5,3,3,1,1,5,3,3,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Do not repeat the same questions so many times.","","joh_online","","","local_gov_big_coalition","","","complete","female","","fail","",NA,NA,"2025-02-08",5,0,2,2,9,4
1525,"R_8rmaT8uNV0ZNPEd",NA,NA,NA,NA,NA,1,4,5,NA,NA,NA,4,1,2,2,4,4,4,NA,NA,9,NA,NA,NA,1,2,2,1,2,4,4,NA,2,2,1,2,1,1,2,1,5,NA,NA,NA,NA,NA,5,5,5,2,2,5,5,4,2,2,3,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"None","","joh_online","","","small_coalition_big_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,4,1,9,5
1531,"R_2G2m0bKGpxzNbeC",NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,4,2,4,4,2,2,2,NA,NA,1,NA,NA,NA,1,2,4,2,2,4,2,NA,3,4,4,4,4,3,1,2,4,NA,NA,NA,NA,NA,4,4,4,4,4,5,5,5,4,4,1,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No, i don't have any suggestions","","joh_online","","","small_coalition_big_coalition","","","complete","male","fail","","",NA,NA,"2025-02-08",5,0,1,1,1,6
1873,"R_2zXkRueO0PCotk5",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,1,4,2,3,3,3,3,NA,NA,2,NA,NA,NA,1,4,2,2,4,4,2,NA,3,4,4,4,4,1,1,2,4,4,4,4,4,5,NA,NA,NA,NA,NA,4,4,4,2,4,3,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",4,0,1,1,2,4
1094,"R_20HnugnQYMzisiq",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,4,2,2,4,3,3,2,NA,NA,2,NA,NA,NA,2,3,3,3,1,1,2,NA,4,2,1,2,3,1,1,2,5,NA,NA,NA,NA,NA,5,5,3,3,2,5,5,3,3,2,4,NA,NA,NA,NA,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"No","","joh_online","","","small_coalition_big_coalition","","","complete","male","","fail","",NA,NA,"2025-02-08",4,0,1,1,2,4
5020,"R_22XR7OUmAds0wF3",NA,NA,NA,NA,NA,2,1,5,NA,NA,NA,2,2,3,2,3,4,4,NA,NA,7,NA,NA,NA,1,3,1,3,4,3,4,NA,4,3,4,3,4,1,1,1,4,4,3,2,3,4,NA,NA,NA,NA,NA,5,5,4,5,5,4,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Bit complicating questions","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,7,5
1571,"R_2P04t9ymwdLQZoP",NA,NA,NA,NA,NA,1,1,4,NA,NA,NA,3,3,1,4,3,1,1,NA,NA,8,NA,NA,NA,1,3,3,3,2,3,2,NA,1,3,4,2,1,1,1,2,5,5,3,3,5,5,NA,NA,NA,NA,NA,3,4,3,3,3,4,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No . The survey was easy to understand","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,8,4
926,"R_8JURw35z3lUCR2k",NA,NA,NA,NA,NA,2,1,6,NA,NA,NA,4,3,3,4,2,1,1,NA,NA,1,NA,NA,NA,1,2,2,3,3,2,3,NA,2,4,2,2,1,1,2,2,5,NA,NA,NA,NA,NA,5,5,5,5,5,4,4,5,5,5,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,1,6
1232,"R_8JKJ107nlfax6fq",NA,NA,NA,NA,NA,1,3,5,NA,NA,NA,2,3,2,4,2,1,1,NA,NA,10,NA,NA,NA,2,1,1,1,1,1,2,NA,4,5,1,1,1,1,2,2,2,2,1,1,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",2,0,3,1,10,5
2193,"R_2pyXx9ZWU5swHqY",NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,4,1,2,1,3,2,2,NA,NA,8,NA,NA,NA,1,4,2,4,2,2,4,NA,3,1,2,4,1,1,2,1,5,NA,NA,NA,NA,NA,5,4,4,4,4,5,5,4,4,5,2,NA,NA,NA,NA,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"I love the fact that you consider what think, and that is positive to be more eco friendly.","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,3,2,8,5
1256,"R_8oit6lyc6uehImw",NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,4,2,2,4,3,3,3,NA,NA,3,NA,NA,NA,1,3,3,2,2,3,1,NA,3,4,3,3,2,1,2,2,2,2,1,2,3,1,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Very good survey","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,3,5
1607,"R_82yVZej7oC6DEz0",NA,NA,NA,NA,NA,2,3,3,NA,NA,NA,2,4,5,3,3,3,3,NA,NA,7,NA,NA,NA,1,2,4,4,4,5,5,NA,1,5,4,4,5,3,1,2,5,5,5,5,5,4,NA,NA,NA,NA,NA,5,5,5,5,5,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"I like this survey a lot it helps me to know most of things","","joh_online","","","local_gov_small_coalition","","","complete","female","fail","","",NA,NA,"2025-02-08",4,0,3,2,7,3
972,"R_2GTWPTJgbKqeUp5",NA,NA,NA,NA,NA,1,2,4,NA,NA,NA,3,3,3,3,2,2,2,NA,NA,8,NA,NA,NA,1,3,3,3,3,3,3,NA,3,3,3,3,3,1,1,2,3,3,3,3,3,3,NA,NA,NA,NA,NA,3,3,3,3,3,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"None","","joh_online","","","local_gov_small_coalition","","","complete","male","","fail","",NA,NA,"2025-02-08",3,0,2,1,8,4
2047,"R_8zdjtnMtHe0bjpf",NA,NA,NA,NA,NA,2,3,5,NA,NA,NA,4,2,2,3,3,2,1,NA,NA,9,NA,NA,NA,1,3,3,4,4,4,5,NA,3,5,1,1,2,5,1,2,5,4,5,1,4,5,NA,NA,NA,NA,NA,4,4,1,4,5,1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"I think it would make the survey more fun if we're allowed to support our answers.","","joh_online","","","local_gov_small_coalition","","","complete","female","fail","","",NA,NA,"2025-02-08",5,0,3,2,9,5
1548,"R_8PrljzRtmodsBoZ",NA,NA,NA,NA,NA,2,2,6,NA,NA,NA,3,2,2,2,3,3,2,NA,NA,10,NA,NA,NA,1,2,1,2,3,4,3,NA,4,4,2,2,2,1,1,2,5,4,3,4,3,4,NA,NA,NA,NA,NA,4,4,4,4,5,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"None","","joh_online","","","local_gov_small_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,10,6
1189,"R_8fxxO1LgDs3utlO",NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,1,3,4,5,3,3,1,NA,NA,1,NA,NA,NA,1,4,4,2,2,2,2,NA,1,5,5,5,5,1,2,2,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",2,0,1,2,1,4
8242,"R_2DYtClj6E5Ba79u",NA,NA,NA,NA,NA,1,3,4,NA,NA,NA,3,3,3,4,2,3,2,NA,NA,-98,NA,NA,NA,2,2,2,3,3,3,4,NA,3,3,3,3,3,1,1,2,3,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"It was a good survey","","joh_online","","","local_gov_big_coalition","","","complete","male","","fail","",NA,NA,"2025-02-08",3,0,3,1,-98,4
1199,"R_8OMGZxOglHLi8k4",NA,NA,NA,NA,NA,1,1,6,NA,NA,NA,2,2,1,1,3,2,2,NA,NA,4,NA,NA,NA,1,1,1,1,1,5,5,NA,4,4,1,1,1,1,1,2,5,4,5,5,3,3,NA,NA,NA,NA,NA,5,5,5,4,4,1,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"None","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,1,1,4,6
2886,"R_244tcnwHJ0B3DwZ",NA,NA,NA,NA,NA,2,2,4,NA,NA,NA,2,2,2,2,4,1,1,NA,NA,8,NA,NA,NA,1,1,1,1,1,2,2,NA,4,5,2,2,1,1,2,2,3,5,4,3,3,5,5,5,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"No","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,2,2,8,4
1835,"R_2G67ZhxLYvScjnj",NA,NA,NA,NA,NA,2,3,4,NA,NA,NA,4,2,2,2,3,2,1,NA,NA,8,NA,NA,NA,1,1,1,2,4,2,2,NA,2,5,1,1,1,1,2,2,5,NA,NA,NA,NA,NA,5,4,2,2,1,5,5,5,2,1,2,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"Way to long","","joh_online","","","small_coalition_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,3,2,8,4
743,"R_8arvZILY3O1EF8K",NA,NA,NA,NA,NA,2,1,3,NA,NA,NA,1,4,2,1,2,1,3,NA,NA,5,NA,NA,NA,1,4,5,5,1,5,5,NA,4,5,5,5,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,5,3
4498,"R_2qxGpWTTRMAIQid",NA,NA,NA,NA,NA,2,1,4,NA,NA,NA,3,3,2,5,4,1,2,NA,NA,3,NA,NA,NA,1,4,4,1,1,5,4,NA,4,3,2,1,1,1,1,2,5,2,4,4,2,2,5,5,5,5,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,1,2,3,4
7796,"R_81c124IDa5AgMGv",NA,NA,NA,NA,NA,1,1,5,NA,NA,NA,3,3,2,3,2,2,1,NA,NA,9,NA,NA,NA,1,2,1,4,4,1,1,NA,1,2,2,1,2,1,2,1,3,NA,NA,NA,NA,NA,3,4,4,3,4,3,3,3,2,3,4,NA,NA,NA,NA,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Why are u asking for my near by location???","","joh_online","","","small_coalition_big_coalition","","","complete","male","","fail","",NA,NA,"2025-02-08",5,0,1,1,9,5
1821,"R_24NaLi2qjTirtFS",NA,NA,NA,NA,NA,2,1,5,NA,NA,NA,2,3,3,4,3,1,1,NA,NA,7,NA,NA,NA,1,3,2,3,3,3,4,NA,4,3,2,2,2,1,2,2,3,3,2,2,3,2,3,2,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,"Please do not repeat questions","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",4,0,1,2,7,5
1049,"R_2gUOoxOtReK5Dhv",NA,NA,NA,NA,NA,1,2,5,NA,NA,NA,1,3,3,1,2,2,1,NA,NA,5,NA,NA,NA,1,1,1,2,5,4,5,NA,4,5,1,1,1,1,2,2,5,5,5,5,1,1,NA,NA,NA,NA,NA,5,5,1,1,3,1,NA,NA,NA,NA,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"No","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",5,0,2,1,5,5
1522,"R_8QEWGj2m4OLRKXO",NA,NA,NA,NA,NA,1,3,4,NA,NA,NA,5,1,2,3,4,2,2,NA,NA,8,NA,NA,NA,2,2,2,2,2,2,4,NA,4,4,4,2,2,1,1,2,4,2,2,4,2,2,NA,NA,NA,NA,NA,2,2,4,2,2,NA,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_small_coalition","","","complete","male","","","",NA,NA,"2025-02-08",4,0,3,1,8,4
1165,"R_2iEIfUjhzePTTrP",NA,NA,NA,NA,NA,2,2,5,NA,NA,NA,3,1,2,3,3,2,1,NA,NA,7,NA,NA,NA,1,2,2,2,4,2,2,NA,2,4,2,2,2,1,1,2,5,4,4,2,2,2,5,5,5,4,5,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,"","","joh_online","","","local_gov_big_coalition","","","complete","female","","","",NA,NA,"2025-02-08",5,0,2,2,7,5
